julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
11.02.2016;Lexxa DurableX;433 826;DS-20W, 220-240V, 50Hz, class I, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6430038498267;Sähköisku;Myyntikielto;YNS-20151026-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=27774,http://marek.tukes.fi/Tuote.aspx?kuvaid=27776,http://marek.tukes.fi/Tuote.aspx?kuvaid=27777,http://marek.tukes.fi/Tuote.aspx?kuvaid=28570;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;SRS Fenno-El Oy ,Maahantuoja,Robert Huberin tie 7,01510,VANTAA;;Pintaväli valaisimen liitäntälaitteen verkkojännitteisestä piirilevystä valaisimen kosketeltaviin metalliosiin ei täytä standardissa EN 60598 annettuja vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto. Päätös koskee valmistusaikakoodilla 37/15 merkittyjä valaisimia.
15.02.2016;Energy+;SY-11 / SY-CZ-31;16 A, 250 V ~, 2P+suojakosketin, kaapeli H07RN-F 3G1,5 mm², pituus 5 m,;Asennustarvikkeet, kaapelit, komponentit;Auton lämmittimen liitäntäjohto;6438114928622;Sähköisku,Palo;Markkinoilta poisto;JAT-20151102-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=28324,http://marek.tukes.fi/Tuote.aspx?kuvaid=28321,http://marek.tukes.fi/Tuote.aspx?kuvaid=28322,http://marek.tukes.fi/Tuote.aspx?kuvaid=28323;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tokmanni Oy ,Maahantuoja,Isolammintie 1,04600,MÄNTSÄLÄ;;Auton lämmittimen liitäntäjohto (H07RN-F 3G1,5mm² Ningbo Shunchi Wire & Cable) ei kestä standardien EN 50525-2-21 ja SFS 6000-7-753 mukaista taivutuskoetta alhaisessa lämpötilassa (-50°C).;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
15.02.2016;Finbullet;9115;220-250V, 50Hz, 17W, Class II;Lämmittimet, ilmastointi;Tuuletin/poistoilmapuhallin;6438152091159;;Markkinoilta poisto;JAT-20150923-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=27055,http://marek.tukes.fi/Tuote.aspx?kuvaid=27056,http://marek.tukes.fi/Tuote.aspx?kuvaid=27057;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä.;Toolnet Elektro Oy ,Maahantuoja,Sorvaajankatu 11a B,00880,HELSINKI;;Laitteesta puuttuu CE-merkki. Valvontaviranomaiselle (Tukes) ei ole toimitettu Pienjännitedirektiivin (low voltage directive) 2006/95/EY ja EMC-direktiivin (electromagnetic compatibility) 2004/108/EY mukaista EU-vaatimustenmukaisuusvakuutusta.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
15.02.2016;Erä Trekking Celsius (koko L/XL);HM-042-1200 (Latauslaite);Ip: 100-240V, 50/60Hz.Op: DC 4.2V, 1200mA. Class II.;Ei määritelty;Lämmitettävät Hanskat;6430048733020;Sähköisku;Palautusmenettely;YNS-20151111-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=27582,http://marek.tukes.fi/Tuote.aspx?kuvaid=27581,http://marek.tukes.fi/Tuote.aspx?kuvaid=27579,http://marek.tukes.fi/Tuote.aspx?kuvaid=27580;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Nirvana Finland Oy ,Maahantuoja,Kaivokatu 20,21100,NAANTALI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=613;Latauslaitteen muuntajan ensiö- ja toisiopiirien välinen eristys ei täytä vahvistetulle eristykselle standardissa EN 60335 asetettuja vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
16.02.2016;Husqvarna;FC 250, FE 250, 350 ja 450;Mallivuosi 2016;Tavara;Crossimoottoripyörä;;Palo;Palautusmenettely;ASK-20151116-01;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;KTM Nordic Oy ,Maahantuoja,Tuupakantie 3 C ,01740,VANTAA;;Polttoainepumpun mutterin tiivistys voi olla riittämätön. Tästä voi aiheutua hallitsematon polttoainevuoto, josta voi aiheutua tulipalonriski.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
17.02.2016;Rannekoru;3-D kukkia rivissä;;Ei määritelty;Rannekoru;;Vaaralliset aineet,Taloudellinen menetys;Markkinoilta poisto;ANP-20150123-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=24934,http://marek.tukes.fi/Tuote.aspx?kuvaid=25412;Määräyksellä poistaa tuote markkinoilta maahantuoja tai myyjä on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta http://www.kkv.fi/asiointi/kuluttajaneuvonta/.;Idealahjat Ky ,Vähittäismyyjä,,,;;Tuote ei ole jalometallia, mutta se on myyty jalometallituotteena.Tuotteessa on harhaanjohtava leima. Tuotteesta irtoaa nikkeliä yli sallitun raja-arvon.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
18.02.2016;Kliky magneettiset palat;eränumerot 13614 ja 13315;;Tavara;Rakennussarja;;Tukehtuminen;Palautusmenettely;MNI-20151208-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=27517;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;Lekolar-Printel Oy ,Jakelija,Metsäläntie 20 ,00320,HELSINKI;;Tuotteesta irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaara.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää palauttamaan tuotteet ja kerää tuotteet pois loppukäyttäjiltä sekä myynnistä ja muusta jakelusta.
03.03.2016;For iPhone 4S;;;Verkkoliitäntäkojeet ja lataus;Latauslaite, USB;7392870400756;Sähköisku,Palo;Palautusmenettely;JAT-20151119-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=27929,http://marek.tukes.fi/Tuote.aspx?kuvaid=27930,http://marek.tukes.fi/Tuote.aspx?kuvaid=27931;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Naantalin Jantex Oy ,Maahantuoja,PITKÄMÄENKATU 4,20250,TURKU;;Tuotteen eristyksessä on puutteita, ja sen kotelomateriaali ei täytä vaatimuksia palonkestolle.;Tukesin tekemä palautusmenettelyä koskeva päätös.
03.03.2016;WD-1401276;WD-1401276;;Asennustarvikkeet, kaapelit, komponentit;Laitekotelo;6438230024611;Palo;Markkinoilta poisto;YNS-20151117-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=28250,http://marek.tukes.fi/Tuote.aspx?kuvaid=28251,http://marek.tukes.fi/Tuote.aspx?kuvaid=28252;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Silepa Oy ,Maahantuoja,Topeeka 78,61800,KAUHAJOKI;;Tuotteen kotelomateriaali ei täytä palonkestoa koskevia vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
25.02.2016;Black Diamond;18mm nauhalenkki, 60cm (tuotenumero 380060) ja 18mm nauhalenkki, 120cm (tuotenumero380061);Valmistuskoodit 2014 ja 2015, kaikki värit;Tavara;Kiipeilyturvavaruste;;Muut ulkoiset vammat;Palautusmenettely;KAS-20160205-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=28634;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;OAC Finland Oy  ,Maahantuoja,Lentolantie 15 ,36220,KANGASALA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=579;Joistakin nauhalenkeistä on löydetty nauhaliitos, joka tekee tuotteesta viallisen, eikä se ei kestä kuormaa ja voi pettää käytössä.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
25.02.2016;Black Diamond;Lankaportillinen sulkurengas, sulkurengas, lukollinen sulkurengas ja jatko;Valmistuserät 4350 - 6018, mallinumerot takaisinvetoilmoituksessa;Tavara;Kiipeilyturvavaruste;;Muut ulkoiset vammat;Palautusmenettely;KAS-20160205-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=28631,http://marek.tukes.fi/Tuote.aspx?kuvaid=28632,http://marek.tukes.fi/Tuote.aspx?kuvaid=28633;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;OAC Finland Oy  ,Maahantuoja,Lentolantie 15 ,36220,KANGASALA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=580;Joissakin sulkurenkaissa portin niittaukset (Solid carabiners) ja vaijerin päät (wiregate carabiners), jotka liittävät portin sulkurenkaan runkoon, saattavat olla epäasiallisesti valmistettuja, mikä saattaa aiheuttaa portin aukeamisen. Lisäksi joissakin lukollisissa sulkurenkaissa, lukituksen holkki ei välttämättä ole oikein asennettu, mikä johtaa lukollisen sulkurenkaan lukitusmekanismin toimimattomuuteen.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
04.03.2016;faro Barcelona;Tuote 42862 / WG-(6W-9W);DS-6W, 100-240V, 50/60Hz, class II/III, IP20;Valaisimet ja valaisintarvikkeet;Kattovalaisin, led;8421776085404;Sähköisku;Palautusmenettely;YNS-20151126-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=28382,http://marek.tukes.fi/Tuote.aspx?kuvaid=28377,http://marek.tukes.fi/Tuote.aspx?kuvaid=28379;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Device Ky Aputoiminimi E.lite,Maahantuoja,Kanervistontie 1,45200,KOUVOLA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=614;Valaisimen liitäntälaitteen eristyspuutteet voivat aiheuttaa sähköiskun vaaran valaisimen rungosta.;Tukesin tekemä palautusmenettelyä koskeva päätös.
04.03.2016;Led Flood Light;TT-FL20WPW (RPN-FG-AC20W);DS-20W, 220V, 50Hz, class I, IP65, ta 60 °C;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;;Sähköisku;Markkinoilta poisto;JAT-20150925-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=28238,http://marek.tukes.fi/Tuote.aspx?kuvaid=28241,http://marek.tukes.fi/Tuote.aspx?kuvaid=28242;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tomitec Oy ,Maahantuoja,Kivimäentie 21,15200,LAHTI;;Valaisimen puutteellisesta tiivistyksestä johtuen, valaisimen sisään pääsi suihkuvesikokeessa vettä. Lisäksi valaisimen mekaanisessa kestävyydessä sekä maadoituksessa havaittiin puutteita.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
04.03.2016;Northlite;NL-1000/HXY-042V2000A (latauslaite);PRI: 100-240V, 50/60Hz, 0,5A, SEC: 4,2V DC, 2A, class II/III, IP20;Valaisimet ja valaisintarvikkeet;Käsivalaisin led, varattava;6417492110218;Sähköisku;Markkinoilta poisto;YNS-20151027-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=27598,http://marek.tukes.fi/Tuote.aspx?kuvaid=27600,http://marek.tukes.fi/Tuote.aspx?kuvaid=27601;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Helkama Velox Oy ,Maahantuoja,Santalantie 22,10960,HANKO POHJOINEN;;Latauslaitteen eristyspuutteet voivat aiheuttaa sähköiskun vaaran.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
04.03.2016;Northlite NL-1600;HXY-084V2000A (latauslaite);Input: 100-240V, 50/60Hz, 0.5A. Output: 8VDC, 2A, class II/III, IP20;Valaisimet ja valaisintarvikkeet;Otsalamppu, LED;6417492111277;Sähköisku;Myyntikielto;YNS-20151104-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=27592,http://marek.tukes.fi/Tuote.aspx?kuvaid=27594,http://marek.tukes.fi/Tuote.aspx?kuvaid=27595;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Helkama Velox Oy ,Maahantuoja,Santalantie 22,10960,HANKO POHJOINEN;;Latauslaitteen eristyspuutteet voivat aiheuttaa sähköiskun vaaran.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
04.03.2016;Lucide;14810/12/36;DS-12W, 220-240V, 50Hz, class I, IP65;Valaisimet ja valaisintarvikkeet;Kattovalaisin, led;5411212143624;Sähköisku;Markkinoilta poisto;YNS-20151126-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=28349,http://marek.tukes.fi/Tuote.aspx?kuvaid=28338,http://marek.tukes.fi/Tuote.aspx?kuvaid=28339;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Focus Interiors Oy ,Maahantuoja,Kuusipolku 35,37150,NOKIA;;Valaisimen liitäntälaitteen eristyspuutteet. Lisäksi vesikokeessa valaisimen kytkentäkoteloon pääsi vettä. Koska valaisimessa ei ole vedenpoistoaukkoja, vettä ei saa sisään päästä.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
01.03.2016;Suomen voimistelutuote;;;Tavara;Voimisteluväline;;Muut ulkoiset vammat;Palautusmenettely;APO-20160209-01;Lopeta tuotteen käyttö välittömästi, kunnes olet asentanut uudet metallilenkit. Toiminnanharjoittaja on sitoutunut vapaaehtoisesti toimittamaan kattokoukkujen, trapetsien kannakkeiden ja hihnojen väliin tulevat saumattomat metallilenkit, jotta suoraan hihnoihin kohdistuva hankaus vähenisi.;Suomen Voimistelutuote ,Nettikauppias,Koiranojanrinne 6 C Lempäälä,,;;Valuvika trapetsikannakkeen hakasessa voi aiheuttaa voimistelutrapetsin hihnan katkeamisen.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin.
02.03.2016;Ag 925 sormus kuvioin;Nimileima BEL;5,97g;Korut;Sormus;;Vaaralliset aineet,Taloudellinen menetys;Markkinoilta poisto;ANP-20150313-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=25362,http://marek.tukes.fi/Tuote.aspx?kuvaid=25358,http://marek.tukes.fi/Tuote.aspx?kuvaid=25360,http://marek.tukes.fi/Tuote.aspx?kuvaid=25359;Määräyksellä poistaa tuote markkinoilta maahantuoja tai myyjä on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta http://www.kkv.fi/asiointi/kuluttajaneuvonta/.;Istra Tmi ,Vähittäismyyjä,Välikatu 7,06100,PORVOO;;Tuotteen kadmiumpitoisuus ylittää sallitun pitoisuuden.Tuotteen jalometallipitoisuus ei vastaa tuotteessa olevaa leimaa.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
03.03.2016;Energy+;FLPIR-20W (erä 03/2015);;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6438114339459;Sähköisku;Markkinoilta poisto;JAT-20151117-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=28120,http://marek.tukes.fi/Tuote.aspx?kuvaid=28124,http://marek.tukes.fi/Tuote.aspx?kuvaid=28125;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tokmanni Oy ,Maahantuoja,Isolammintie 1,04600,MÄNTSÄLÄ;;Valonheitin ei täytä kotelointiluokan IP X4 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta. Päätös koskee erätunnuksella 03/2015 merkittyjä valonheittimiä. Ks. erätunnus tuotteen arvokilvestä.
03.03.2016;mineas;269554 (latauslaite: LY06-036-1000E);Laite: 3,6V, 1000mA, Class III. Verkkoliitkoje: Ip:100-240V, ~50/60Hz, 6W, class II, Op:3,6V , DC , 1000mA;Kotitalouslaitteet;Epilaattori;6410412695543;Sähköisku;Myyntikielto;JAT-20151119-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=28181,http://marek.tukes.fi/Tuote.aspx?kuvaid=28182,http://marek.tukes.fi/Tuote.aspx?kuvaid=28184,http://marek.tukes.fi/Tuote.aspx?kuvaid=28183;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tammer-Tukku Oy ,Maahantuoja,Viinikankatu 36,33800,TAMPERE;;Verkkoliitäntäkojeen muuntajan ensiö- ja toisiopiirien välinen eristys ei täytä standardissa EN 60335-1 annettuja vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto. Päätös koskee kuvan mukaisella liitäntälaitteella varustettuja tuotepakkauksia.
08.12.2016;Volkkarilamppu (tuotenimi energiamerkintälapussa);6CCLMP0027. Liitäntälaite (muuntaja): SP060-0060;DS, 100-240V / 6V, 50/60 Hz, class II/III, IP20;Valaisimet ja valaisintarvikkeet;Pöytävalaisin;5251012071105;Sähköisku;Palautusmenettely;YNS-20151125-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=28375,http://marek.tukes.fi/Tuote.aspx?kuvaid=28373;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Flowers & Lifestyle Oy ,Tukkumyyjä,Jättänväljäntie 9 C1,21500,PIIKKIÖ;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=674,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=675;Valaisimen liitäntälaitteen muuntajan ensiö- ja toisiopiirien välinen eristys ei täyttänyt standardissa EN 60598 annettuja vaatimuksia. Valaisin ei täyttänyt standardin EN 60598 mukaisia mekaanisen kestävyyden (iskukoe) vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
03.03.2016;Viking;07096 (latauslaite: HE-188);;Valaisimet ja valaisintarvikkeet;Käsivalaisin led, varattava;7316040070969;Sähköisku,Palo;Palautusmenettely;JAT-20151106-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=27936,http://marek.tukes.fi/Tuote.aspx?kuvaid=27937,http://marek.tukes.fi/Tuote.aspx?kuvaid=27938,http://marek.tukes.fi/Tuote.aspx?kuvaid=27939,http://marek.tukes.fi/Tuote.aspx?kuvaid=27940;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Apexsell Oy ,Maahantuoja,Pätsiniementie 42,37800,TOIJALA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=596,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=597,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=598;Valaisimen verkkoliitäntäkojeen ensiö- ja toisiopiirien välinen eristys ei täytä standardissa EN 60598 annettuja vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
